uuid,missing_concept
892da162-6815-42ca-8afc-4865db5cc43e,Hormathiidae sp. 1
892da162-6815-42ca-8afc-4865db5cc43e,Ophiuroidea
428b0a58-bf04-4b1e-98f5-6c59760e83dc,Hormathiidae sp. 1
428b0a58-bf04-4b1e-98f5-6c59760e83dc,Umbellula sp. 2
0feea78a-96ae-4dfe-83be-46224a9e0c20,Hormathiidae sp. 1
feb7d90c-57c2-4f0d-8649-6207e2737c7d,Hormathiidae sp. 1
feb7d90c-57c2-4f0d-8649-6207e2737c7d,Umbellula sp. 2
d45a10a8-dce7-4858-bc36-b7da62d3747b,Hormathiidae sp. 1
d45a10a8-dce7-4858-bc36-b7da62d3747b,Microstomus pacificus
d45a10a8-dce7-4858-bc36-b7da62d3747b,Phyllospadix-Zostera detritus
d45a10a8-dce7-4858-bc36-b7da62d3747b,Umbellula sp. 2
a18a0bd9-d532-465d-a1f7-5174570ea805,Hormathiidae sp. 1
1ab0567c-68be-4508-a0cf-58353a66e6a0,Hormathiidae sp. 1
31b015bb-b130-40cd-9409-c5c8fb13a098,Hormathiidae sp. 1
31b015bb-b130-40cd-9409-c5c8fb13a098,Umbellula sp. 2
fe0ce569-b10a-43c5-bb0f-0ed40bcc40e7,Hormathiidae sp. 1
fe0ce569-b10a-43c5-bb0f-0ed40bcc40e7,Umbellula sp. 2
e40ddc1e-f2e9-4932-b34d-e118d0f83fe0,Hormathiidae sp. 1
2a21c802-3fa3-4422-bf7c-d566b06db8ea,Hormathiidae sp. 1
2a21c802-3fa3-4422-bf7c-d566b06db8ea,Ophiuroidea
f2489aa4-ecbf-46c2-8be4-41a2c8e37dfa,Phyllospadix-Zostera detritus
f2489aa4-ecbf-46c2-8be4-41a2c8e37dfa,authigenic carbonate
2db4ba23-9e83-4458-861d-ee782e370705,Hormathiidae sp. 1
2db4ba23-9e83-4458-861d-ee782e370705,Umbellula sp. 2
0c7fb11f-33e5-4a4c-8327-f6c7ca9d0170,Umbellula sp. 2
22d45340-75f8-402a-9e5a-373af70cc3a9,Crossaster borealis
22d45340-75f8-402a-9e5a-373af70cc3a9,Umbellula sp. 2
11e0be04-f0c5-400c-87f5-58c2aa9b4efb,Umbellula sp. 2
56232873-04f5-4805-8488-531bb21d7f54,Pagurus tanneri
56232873-04f5-4805-8488-531bb21d7f54,Phyllospadix-Zostera detritus
e1e41661-7e00-4795-adbe-a9fb9e46c77c,Lycenchelys sp. 1
07bc437d-e1a9-49a8-8192-ab290ac08ba6,Microstomus pacificus
07bc437d-e1a9-49a8-8192-ab290ac08ba6,Umbellula sp. 2
4045f763-5c60-4ce9-a35d-c02338a8d332,Pagurus tanneri
e6325a41-6079-406b-bca6-bf0544982014,Coryphaenoides acrolepis-filifer complex
e6325a41-6079-406b-bca6-bf0544982014,Umbellula sp. 2
4a43477e-d490-412b-9510-7f9ffd0a2f60,Neptunea
f6e1a5df-5f98-4dec-9e26-520d23bca93e,Umbellula sp. 2
f6b3576e-2e49-4f4f-8240-df67b44c8909,Microstomus pacificus
f6b3576e-2e49-4f4f-8240-df67b44c8909,Pagurus tanneri
2ce9b493-af93-4d9b-a769-91260171dbf5,Pagurus tanneri
87adf759-1b56-4068-9c16-b26d4be05ff8,Microstomus pacificus
7151280b-1bbe-472c-96b1-c11a1e8703fe,Crossaster borealis
7151280b-1bbe-472c-96b1-c11a1e8703fe,Umbellula sp. 2
7d65a9e9-570f-4554-a429-4504f361b561,Umbellula sp. 2
b1dbd952-2938-4c2a-804e-d50c8678000b,Microstomus pacificus
b1dbd952-2938-4c2a-804e-d50c8678000b,Umbellula sp. 2
31254dc7-d7bb-4a1b-bfba-0b62f9c68806,Crossaster borealis
2003670f-3397-4008-be86-b2b39d7aceb0,Embassichthys bathybius
2003670f-3397-4008-be86-b2b39d7aceb0,Neptunea
28fe514d-eeb5-4cec-9152-10f1c0083ccb,Neptunea
b5a80c32-7c12-4fc1-b84c-d77846c06b67,Umbellula sp. 2
c8863f23-c293-4f37-b65f-c1f4532297a5,Pagurus tanneri
c8863f23-c293-4f37-b65f-c1f4532297a5,manipulator
50dadcc6-f77c-44a3-97ea-959812b10cf6,Umbellula sp. 2
ba6870bc-fe2a-4bf9-beef-a98e5b9265dd,Neptunea
aa8cb78f-dce7-4fee-a498-f124ebb32a47,Scotoplanes sp. A
dd5b2b01-a458-4ea1-b064-6a60457447fa,Umbellula sp. 2
943f893e-de7a-40b9-a724-9ac7d25f7d15,Umbellula sp. 2
943f893e-de7a-40b9-a724-9ac7d25f7d15,manipulator
e0470b6c-73f9-4201-bf65-fbffde7fae2b,Umbellula sp. 2
e2674585-edeb-4b9b-9385-fde9cf737e1b,Vesicomyidae
efadd666-1270-4c79-9748-0a0c46b65f73,Vesicomyidae
9a4047e6-86e9-418b-bfec-f0505c4297d8,Vesicomyidae
e578b987-3395-497a-9692-7e628b67a639,Vesicomyidae
3cf8994a-4d9d-454e-8eab-f1aaf628f923,Umbellula sp. 2
dabbd2d6-d2c6-469e-a6b4-0661d86d3d2e,Suction Sampler
51c8cf60-a4fe-46fd-9845-1274816e442a,Suction Sampler
7a9385d0-15e5-4e74-bfca-0b564f0a1a14,Suction Sampler
95f5f028-22a7-45ca-8dac-aca918b9f0b0,Suction Sampler
ff3be5a5-f230-4755-9290-5f4fdb6b233c,Microstomus pacificus
4b69712d-8e46-4ad0-9b22-9e70d5dc425a,Suction Sampler
0743bae3-ab57-4de8-96ef-db66f36bab8e,Suction Sampler
41436dfd-e8cf-412d-9e1d-383cc32246a0,Scotoplanes sp. A
dd01247e-6007-4aed-993c-31a17708c10c,Crustacea
d64bb615-c9bd-4c32-9c37-06f5a60f46cb,Scotoplanes sp. A
9f4c667b-107e-4a78-a04c-ee8dbf839d66,Umbellula sp. 2
28805f6a-82c9-4d55-b470-d510d70543db,Pagurus tanneri
28805f6a-82c9-4d55-b470-d510d70543db,Umbellula sp. 2
d1eb903b-1bf4-4f23-8684-53cc6d9e052b,Umbellula sp. 2
38fd4bf9-b93c-4b02-b98a-5e020ba25829,Lycenchelys sp. 1
342c1096-0db0-417b-a725-5c7e77e46cbc,Asteronyx
342c1096-0db0-417b-a725-5c7e77e46cbc,Umbellula sp. 2
36a9e2ca-050b-4e67-bc5c-87847791661a,Umbellula sp. 2
a28b8348-71f1-4581-8403-894576600231,Lycodapus fierasfer
c5b712eb-c861-4b78-b36e-314fd022296e,Cerianthidae
c5b712eb-c861-4b78-b36e-314fd022296e,Lycenchelys sp. 1
7910ae36-cef9-4279-bb57-85bcf44bafbd,Ceriantharia sp. 2
7910ae36-cef9-4279-bb57-85bcf44bafbd,Paraliparis cephalus
3dab238e-cbc7-4224-9b74-3b99558c743e,Microstomus pacificus
3dab238e-cbc7-4224-9b74-3b99558c743e,Solaster
3dab238e-cbc7-4224-9b74-3b99558c743e,Umbellula sp. 2
d115e92b-dfb4-4d76-9673-3e641a5c28c3,Umbellula sp. 2
83bee90f-03e0-46be-afde-0901aaac8bfd,Umbellula sp. 2
bf8c7be9-8fa9-481e-9403-0ff8290bc488,Umbellula sp. 2
f7bcd350-7b72-42cb-b596-13ea35f21efa,Anthozoa
f7bcd350-7b72-42cb-b596-13ea35f21efa,Umbellula sp. 2
13252d2c-91eb-4c81-a1d2-846062134350,Liponema
13252d2c-91eb-4c81-a1d2-846062134350,Pannychia moseleyi
eb942ef2-0bbe-4369-84de-c638ba3b4cc6,Bathyraja trachura
eb942ef2-0bbe-4369-84de-c638ba3b4cc6,Liponema
58b23e37-dc8e-4627-8315-a8d263fb373e,Corallimorpharia
650a4344-a70a-4f71-b191-cbdcb72ff105,Pannychia moseleyi
7f548651-b2d6-4875-a853-60343286cb60,Cerianthidae
dc12446f-e785-46ac-ae87-786a4c728cbc,Umbellula sp. 2
104dcb93-3ae3-400f-9ef7-9931a4fb9cb8,Scotoplanes sp. A
cb81259e-e13c-4ec0-8488-8b963508679a,Scotoplanes sp. A
e6507353-b418-45b7-a1c4-26e4f39e0c8b,Scotoplanes sp. A
794e5621-d8c4-45d4-bc12-9b9789ba627f,Scotoplanes sp. A
794e5621-d8c4-45d4-bc12-9b9789ba627f,marine organism
42ea4bf8-59f9-47fb-a708-0546890f0c52,Scotoplanes sp. A
3fcee0a4-d46d-460e-ab77-4cf23688f4c3,Phyllospadix-Zostera detritus
3fcee0a4-d46d-460e-ab77-4cf23688f4c3,fecal cast
8428e7d0-7e8f-4956-b093-86aca3a8597d,marine organism
e92e299d-4586-4e81-915f-62380901e0fc,Pandalidae
954a9d9d-8af5-433a-bc96-d360f73324e5,Psathyrometra fragilis
5a372daa-f817-4d2f-87be-a4e09a65abc2,Malacostraca
0bc3dd5c-e446-4e22-8afa-0fa110a9542d,Umbellula sp. 2
a93fc6ec-36b8-4ac9-a9bd-4753c7df08d2,Cerianthidae
76e8a20f-b461-4467-b73d-e5b4ef7f2b78,Pyrosoma detritus
72a250ed-1992-45e8-bd37-5d000e8d7c02,Decapoda
13593fe4-aa49-4414-8276-9e9db1b5a070,Pyrosoma detritus
13593fe4-aa49-4414-8276-9e9db1b5a070,net
df32f2af-1885-4cec-b1b8-b94c1fb33c10,Stomphia
5e52007b-eb68-49b8-a997-9e0495230584,Porifera
5e52007b-eb68-49b8-a997-9e0495230584,Stomphia
29a901b2-22d9-4eea-9d7c-105a705193a0,Corallimorphus
29a901b2-22d9-4eea-9d7c-105a705193a0,Stomphia
5560c823-ff34-4b8e-893d-57b92e65d350,Stomphia didemon
94e84811-2703-433f-b513-6719f72e4802,Stomphia didemon
1002ed21-ebde-49dd-a2f1-d21b27b924d9,Stomphia didemon
1002ed21-ebde-49dd-a2f1-d21b27b924d9,Tonrometra
4102d2ad-fc25-464e-bded-bfbc83f567cc,Stomphia didemon
19f0f762-9de0-4620-9d45-c8105c6ae0af,Periphylla periphylla
8c471d37-3d54-4158-9955-a4d61eee2fa9,Scotoplanes sp. A
84fab343-4954-4f91-8a8a-ee1a34915941,Pleuronectiformes
59cfada8-e156-40fa-b304-42d7ae439161,Scotoplanes sp. A
706f1de0-8906-4e60-ba5a-0168649bc1c5,Umbellula sp. 2
ea224fe3-011b-481a-a6b8-1b4aadad5ed7,Pannychia moseleyi
311b1c73-15f3-489e-9116-dd6f969596ed,Umbellula sp. 2
bf28892d-ea0f-44aa-b035-838faea2295e,Embassichthys bathybius
d10b5bd4-5d0c-48be-a5b6-6e5821043578,Neptunea
62501e9c-969b-487f-b04c-4b9437bd964e,Embassichthys bathybius
f28971ac-176a-4131-bd9c-74554cd662f0,Neptunea
f28971ac-176a-4131-bd9c-74554cd662f0,Pyrosoma detritus
44a7fa06-2950-4995-bc89-634c579abaee,Psathyrometra fragilis
6d327a48-bd92-4e84-9a09-cfbc36bb52dc,Umbellula sp. 2
25ab4431-11df-4541-b8b9-fc112f51e491,Umbellula sp. 2
583cf95f-607c-465d-964a-d724eb208960,Umbellula sp. 2
d3c36493-92f3-4251-8f80-3b5d18a1a356,Coryphaenoides acrolepis-filifer complex
4641554f-4c1b-4662-bcc5-75d0433310d2,Octocorallia
b43e67c6-dd96-4466-af1c-a2a1f7fb5122,Galatheidae
1fc93ce4-ec47-4ac7-9bcd-20e0bc40f6f0,Umbellula sp. 2
1dafae18-68b2-4e77-81b3-e6aef291a66d,Galatheidae
f5eaabc1-ee80-4951-8782-077db6ead48f,Galatheidae
efb91897-52fb-4691-8fba-fe2f55546224,Galatheidae
efb91897-52fb-4691-8fba-fe2f55546224,Porifera
508132cb-5469-41e3-85f7-72123ee1f092,Embassichthys bathybius
f92d0fc4-ad5d-4098-92e1-2cf2370acdf7,Phyllospadix-Zostera detritus
7c8971d8-02b2-42c0-8901-ad97a4499c53,manipulator
ce0da8d2-ae06-4e2d-a082-688f2b3ed813,Erenna richardi
bc6900ab-728a-4b8d-816f-27b5c6bb404d,Erenna richardi
73c9ed97-4697-4bb6-a051-89145257d9cf,Erenna richardi
2a18b856-495c-44ce-8189-7e56a3adaadb,Bathyraja abyssicola
1a82557c-c88e-45b5-ae9f-b8e40bdc5b99,Scotoplanes sp. A
45da82cc-69b2-4e98-9380-7ca4df7c8b30,Embassichthys bathybius
f0cb18e5-7445-410c-9a41-c29d34f6a851,Bathyraja trachura
ba4f55cf-adf9-4f87-972b-152bd2d4bece,Ophiuroidea
ba4f55cf-adf9-4f87-972b-152bd2d4bece,Pandalopsis ampla
ba4f55cf-adf9-4f87-972b-152bd2d4bece,Porifera
ba4f55cf-adf9-4f87-972b-152bd2d4bece,Sebastolobus alascanus
ba4f55cf-adf9-4f87-972b-152bd2d4bece,Sibogagorgia
ba4f55cf-adf9-4f87-972b-152bd2d4bece,Thenea muricata
4ee1d728-81ad-40a9-8efc-28d883f76df4,Embassichthys bathybius
bc4ed253-203d-43b7-94ec-8bc55b385883,Asthenactis fisheri
2fe07acc-365c-480b-871c-bbc5945b41dc,Bathyraja trachura
2fe07acc-365c-480b-871c-bbc5945b41dc,Ophiuroidea
2fe07acc-365c-480b-871c-bbc5945b41dc,Pannychia moseleyi
7f79e07a-4ad4-4a5a-8c62-05b730bff2f0,Bathyraja abyssicola
cfe4c67c-fd0d-407e-8a87-a0abb62a44f8,Bathyraja abyssicola
e15109fe-a81b-4724-9f60-ff4d12b04812,Bathyraja trachura
e15109fe-a81b-4724-9f60-ff4d12b04812,Porifera
6db131d1-c851-476d-b6a5-8e5766f76bbe,Bathyraja trachura
6db131d1-c851-476d-b6a5-8e5766f76bbe,Porifera
ddd1262e-da12-4e1a-8cf2-924f2b2b083f,Bathyraja trachura
ddd1262e-da12-4e1a-8cf2-924f2b2b083f,Porifera
be9f42fc-9202-4e40-b157-5971d177cdb1,Bathyraja trachura
be9f42fc-9202-4e40-b157-5971d177cdb1,Porifera
9dc395c9-0a8a-4159-b4d6-1e4d1a1ae105,Asthenactis fisheri
9c9e2a5d-0863-428d-a1b4-ddb3a58e81ab,Asthenactis fisheri
402a87dd-9e70-489b-a2de-86eba0b65959,Coryphaenoides acrolepis
4c2d6986-53dc-4422-aa54-659bca6853e1,Coryphaenoides acrolepis
4c2d6986-53dc-4422-aa54-659bca6853e1,Microstomus pacificus
2103d624-aad5-496e-b068-2a52c335faa6,Coryphaenoides acrolepis
d01d866d-82fb-41ee-95ee-cdbc09a43aaf,Coryphaenoides acrolepis
d01d866d-82fb-41ee-95ee-cdbc09a43aaf,Umbellula sp. 2
3ddead73-8790-46b1-a3ea-3ba17a8f080d,Coryphaenoides acrolepis
98af559c-e5c9-4576-adf3-ae3457579df9,Coryphaenoides acrolepis
98af559c-e5c9-4576-adf3-ae3457579df9,Microstomus pacificus
1ffc168b-9087-488e-bc5d-1b6dcf3339a6,Coryphaenoides acrolepis
07bcfc3b-2161-4e8f-b773-e15b4736e500,Coryphaenoides acrolepis
07bcfc3b-2161-4e8f-b773-e15b4736e500,Galatheidae
cf1f0ebd-7508-4cbc-8763-215034904888,Antedonoidea
cf1f0ebd-7508-4cbc-8763-215034904888,Coryphaenoides acrolepis
cf1f0ebd-7508-4cbc-8763-215034904888,Ophiuroidea
cf1f0ebd-7508-4cbc-8763-215034904888,Tunicata
7f595885-0de2-4a71-b20c-10fe73fe6558,Coryphaenoides acrolepis
c772af35-9db8-4cf2-a03b-ef05139b2e52,Cladorhizidae
c772af35-9db8-4cf2-a03b-ef05139b2e52,Coryphaenoides acrolepis
d2e2b590-7897-468d-b718-ab485a774406,Coryphaenoides acrolepis
93d92319-d78b-4dd0-888a-df92124c7f02,Coryphaenoides acrolepis
d694f750-0bb6-4865-8298-99169ecde052,Antedonoidea
d694f750-0bb6-4865-8298-99169ecde052,Coryphaenoides acrolepis
d694f750-0bb6-4865-8298-99169ecde052,Ophiuroidea
d694f750-0bb6-4865-8298-99169ecde052,Porifera
d694f750-0bb6-4865-8298-99169ecde052,Tunicata
34109b32-9ec3-48ab-8a15-2700a614d16e,Coryphaenoides acrolepis
8872cc89-b665-4690-994d-460e5aa46ccf,Bathyraja trachura
8872cc89-b665-4690-994d-460e5aa46ccf,Coryphaenoides acrolepis
ea5594a8-0d51-481e-9b1f-0b19f7615890,Coryphaenoides acrolepis
0a119cbb-d378-4cc6-a22b-5cf8aac3ef88,Coryphaenoides acrolepis
0a119cbb-d378-4cc6-a22b-5cf8aac3ef88,Neptunea
b5d03702-ca24-4836-9855-4343837b4c1b,Coryphaenoides acrolepis
14083f65-859b-4ee6-9ddb-cc66bc858715,Coryphaenoides acrolepis
2cacc1c4-a044-43ca-861b-19c912780d57,Coryphaenoides acrolepis
24ecf1da-9162-4c55-98fe-b1edc8a937bc,Coryphaenoides acrolepis
1517c3c3-edfd-4661-8987-f1932b6ddf8a,Coryphaenoides acrolepis
8ad432f1-36ec-4bfd-87d6-8b08f9d4b637,Coryphaenoides acrolepis
8ad432f1-36ec-4bfd-87d6-8b08f9d4b637,Galatheidae
8ad432f1-36ec-4bfd-87d6-8b08f9d4b637,Porifera
11abec75-1b1e-465f-af7e-e6bad4f65845,Coryphaenoides acrolepis
11abec75-1b1e-465f-af7e-e6bad4f65845,Embassichthys bathybius
1f5f1b44-7e30-4db9-8853-6688052583a0,Coryphaenoides acrolepis
7d749611-b8f0-4b3e-b873-6a2779a19800,Coryphaenoides acrolepis
72c47967-888e-4b7e-86d5-3c2d3bda38fa,Coryphaenoides acrolepis
0abccc5a-4a20-4de2-92e4-74cf3dc0fc7c,Alcyonacea
0abccc5a-4a20-4de2-92e4-74cf3dc0fc7c,Coryphaenoides acrolepis
0abccc5a-4a20-4de2-92e4-74cf3dc0fc7c,Porifera
23a0d125-194e-423f-9b2d-f690b90693e5,Coryphaenoides acrolepis
23a0d125-194e-423f-9b2d-f690b90693e5,Galatheidae
1872e8fe-93e1-4a7b-a0c3-cfdf95137f92,Asbestopluma
1872e8fe-93e1-4a7b-a0c3-cfdf95137f92,Coryphaenoides acrolepis
0db78d81-27bb-4433-a6a3-8d795318d436,Coryphaenoides acrolepis
0db78d81-27bb-4433-a6a3-8d795318d436,Embassichthys bathybius
0288d36e-b037-4984-9f02-befdc10821dd,Coryphaenoides acrolepis
92ed2453-af5d-40b5-9219-63e98fcb85a0,Coryphaenoides acrolepis
e21de6db-151a-4d2c-8a4d-a924fe2d8d02,Coryphaenoides acrolepis
6b98468c-6096-4eae-8784-a13b284fc1b4,Coryphaenoides acrolepis
84daf5f2-a486-498f-be0d-d119f7544852,Coryphaenoides acrolepis
fb46fa3e-52be-44b4-afe8-5c4a45e134e1,Coryphaenoides acrolepis
24320f69-441d-4435-9874-7d0b012ee926,Coryphaenoides acrolepis
bd632c9c-b173-46c4-acd4-e6e4e6cfa720,Coryphaenoides acrolepis
56b29357-6d66-480f-b8bc-f340f71e9bc0,Coryphaenoides acrolepis
424349bb-625a-44f4-9cbb-251be02f7507,Coryphaenoides acrolepis
5e3c3e57-1d23-442d-96fe-47e806acc756,Coryphaenoides acrolepis
5e3c3e57-1d23-442d-96fe-47e806acc756,Crossaster borealis
5e3c3e57-1d23-442d-96fe-47e806acc756,Pyrosoma detritus
602e64ed-c0fc-4f57-ac4b-714ca8200263,Coryphaenoides acrolepis
a363a467-bd9e-42b9-a26c-be59b4881fa3,Coryphaenoides acrolepis
0e1b8063-9edb-44cc-aaef-9cd7cdba51e3,Coryphaenoides acrolepis-filifer complex
0e1b8063-9edb-44cc-aaef-9cd7cdba51e3,Microstomus pacificus
0e1b8063-9edb-44cc-aaef-9cd7cdba51e3,Sebastolobus alascanus
d5d538b8-a864-4b92-a2a9-08db26da1506,Ceriantharia
d5d538b8-a864-4b92-a2a9-08db26da1506,Coryphaenoides acrolepis-filifer complex
37a24b21-6eab-49f4-a1cd-809eb70db6c4,Coryphaenoides acrolepis-filifer complex
a5e9725a-1dcb-4151-a954-cb046a976d48,Brisingida
a5e9725a-1dcb-4151-a954-cb046a976d48,Coryphaenoides acrolepis-filifer complex
96f617b2-b445-4e88-a98d-d3602fe8d63e,Coryphaenoides acrolepis-filifer complex
6cc4c2a7-bbb7-4315-9fc9-d4aa8930fe47,Coryphaenoides filifer
0e2df756-9174-47b8-8c4b-f44270088f39,Pannychia moseleyi
11d7e914-2aac-468a-9b78-77bf44cea3bb,manipulator
b45328b6-9275-4724-b862-ddd39a752224,Pannychia moseleyi
b79d166b-929a-4541-83e4-c960daa99520,Embassichthys bathybius
58fbe418-8af2-423f-b8d7-523a6790aec8,Crossaster borealis
76d6fc22-fdea-4d00-b18b-2eda1b6a27f4,Paraliparis cephalus
5feb8ff8-5f4c-4d6b-81d1-a99ab29c65c5,Paraliparis cephalus
c6e9d575-c5b3-48c4-b7e1-fe3b3dcc00b7,Paraliparis cephalus
3c612faa-14f7-46b5-b848-2987cb73ca18,Paraliparis cephalus
395bd874-9042-468a-94a4-1297c1206a9a,Paraliparis cephalus
82e5153b-db11-4700-928d-6f5b2a0d83ec,Paraliparis cephalus
4fa57766-df07-4771-9bd3-7f79a3e07732,Paraliparis cephalus
e7a8df08-7c9e-45ad-b582-e91387a32734,Paraliparis cephalus
72c58997-4d21-46a3-8c89-39476c13a743,Paraliparis cephalus
095e561a-43d4-43a0-a8d5-24d793e5f3f5,Paraliparis cephalus
59c19898-4c59-4591-971d-7e88c7d3cf9b,Paraliparis cephalus
437b9e6b-c50a-4f0d-aded-a5dd89508b80,Paraliparis cephalus
ddd9998d-29f8-4829-9912-5f33ebd9537a,Paraliparis cephalus
a75e9205-0fc1-483d-a58b-983e9cdf30b5,Antedonoidea sp. 1
a75e9205-0fc1-483d-a58b-983e9cdf30b5,Callistephanus kofoidi
a75e9205-0fc1-483d-a58b-983e9cdf30b5,Ophiuroidea
a75e9205-0fc1-483d-a58b-983e9cdf30b5,Pandalus amplus
a75e9205-0fc1-483d-a58b-983e9cdf30b5,Solaster hypothrissus
a75e9205-0fc1-483d-a58b-983e9cdf30b5,coral skeleton
a75e9205-0fc1-483d-a58b-983e9cdf30b5,marine organism
2d5ec108-81a9-4f72-9a85-528a2d65d30b,Embassichthys bathybius
ea5ff1b0-479f-49e8-878a-f766381c2ea9,Embassichthys bathybius
ad8f185d-3f0d-4cbf-8b36-4cdd0085a047,Atolla
4eca68c0-4cb0-41c7-b297-6673577f013d,Crossaster borealis
4eca68c0-4cb0-41c7-b297-6673577f013d,Neptunea
4eca68c0-4cb0-41c7-b297-6673577f013d,Pyrosoma detritus
e7e036bc-8228-47b3-ae74-597adff03730,Sebastolobinae
556c6cb8-61f0-4622-a3a0-fed562740749,medusa carcass
34493178-8b98-4a7f-a39f-c35e91434a93,Crossaster borealis
885e6045-779d-4aa4-852b-7e5a183ad731,Umbellula sp. 2
eb1bf829-9769-4fe7-8c34-51e185ebd6b4,Umbellula sp. 2
af46f149-1ac6-4a2b-a0f3-83a381d2b8b7,Psathyrometra fragilis
af46f149-1ac6-4a2b-a0f3-83a381d2b8b7,Suction Sampler
c28d9408-3636-49b4-9d30-09271c0a753d,Comatulida
c28d9408-3636-49b4-9d30-09271c0a753d,Psathyrometra fragilis
c28d9408-3636-49b4-9d30-09271c0a753d,Suction Sampler
a87f4e32-d1e2-454a-a74e-2b7f4b2197a4,Solaster
fe6203de-ae35-4d53-aa5f-c6f0709b6426,Umbellula sp. 2
3e7eccca-2a83-4409-9104-76aa93f8b136,Porifera
3e7eccca-2a83-4409-9104-76aa93f8b136,manipulator
2ba9a06d-3d63-4261-8494-aa76c4ad9c67,Pannychia moseleyi
36631604-65ab-4afe-94bf-5ef2598e9ec5,Embassichthys bathybius
e1f8001f-c5cc-4b61-bb62-7af3c05bc2a2,Umbellula sp. 2
8f06eb17-1e27-4ed9-ae44-aea2ffa9ec30,Corallimorphus
bbebb7b0-721f-4481-adcb-177f9c770f76,LRJ complex
04ec77dd-e109-4cc7-8b16-577670e0ce88,Pleuronectiformes
51978323-1147-4723-b195-0625688f8b7d,Vesicomya
ff9d4da8-008c-4d09-b29d-4726f5ab9b3f,Umbellula sp. 2
b745f711-b601-4865-b469-e6f414e6e03d,Pannychia moseleyi
b745f711-b601-4865-b469-e6f414e6e03d,tire
e0e3bde8-36ca-4bd5-94b2-e3ca6f7fbd89,Pannychia moseleyi
e0e3bde8-36ca-4bd5-94b2-e3ca6f7fbd89,tire
14b5ce7a-3429-40a5-a654-f4ffd85dec8d,Crossaster borealis
837becb3-c9bf-48cc-9afb-61db70cffa6c,Umbellula sp. 2
c7f71992-d58c-4cc4-9386-7dce413e6deb,Umbellula sp. 2
165de47d-ccd3-4a44-a194-a3867e1f08d7,Umbellula sp. 2
4ed39f96-f325-4ad5-967f-d21d0df4787b,Umbellula sp. 2
79e86062-6efd-4870-8879-2103f4226071,Parmaturus xaniurus
79e86062-6efd-4870-8879-2103f4226071,Umbellula sp. 2
44468a1a-c8f0-468d-a562-c0f04260aa7a,Galatheidae
a1703213-abda-43d5-99c4-2a4d9b768f55,Paguroidea
dd541285-3307-402e-b577-fe6e69982f49,Bathyraja trachura
e7e2cd42-3c68-4d68-8927-3f9dfe82ae2a,Bathyraja trachura
8e555030-410a-4acd-a289-9dc6d7838086,Bathyraja trachura
c5d5735e-7557-4a86-9585-e1d743090e11,Microstomus pacificus
257a2e71-2321-488d-8ba7-6a4c8dd6dd7b,Bathyraja trachura
19547d30-8f35-4935-8ed6-9a80f6dd65c1,Umbellula sp. 2
c5d221ad-46ee-4ae2-8688-69ba2fe2dd71,Umbellula sp. 2
4286d96c-9a0f-445c-9355-0ed5bbf2a4a6,Umbellula sp. 2
5af452bf-d502-42d4-a1ff-2d23aecbfd01,Umbellula sp. 2
c40874b2-a03e-4831-8908-0009c68e6027,Crossaster borealis
c40874b2-a03e-4831-8908-0009c68e6027,Umbellula sp. 2
68c9d4e6-9f74-4b3f-91ec-f9c0ea256bcd,Umbellula sp. 2
b9f8751a-0723-4019-8362-9414e682891e,Microstomus pacificus
d5b8ae49-a369-4ad9-a538-36a93a9aa461,Umbellula sp. 2
e78134f8-d226-4619-a7b4-7410f70c0f08,Microstomus pacificus
e78134f8-d226-4619-a7b4-7410f70c0f08,Umbellula sp. 2
2d189457-c123-4923-9cf4-e81ce67fd8b3,Lycodapus fierasfer
2d189457-c123-4923-9cf4-e81ce67fd8b3,Ophiuroidea
2d189457-c123-4923-9cf4-e81ce67fd8b3,Pandalus amplus
2d189457-c123-4923-9cf4-e81ce67fd8b3,Scotoplanes sp. A
92acd787-0651-41a6-ade3-c15ec2e038a4,Scotoplanes sp. A
d259160b-1e9c-4fa2-a893-8dbae65ed6cd,Umbellula sp. 2
1a104024-9434-4c0f-821d-f8eb22626fe9,Umbellula sp. 2
a97538d9-1ce3-43a6-8ff2-8fcb56b62478,Bathyraja trachura
3b7f6261-87a2-4cea-9d61-5c5545048a32,Suction Sampler
6d6812f9-33bb-41c0-9517-7002dea940ee,Microstomus pacificus
52336190-a4f6-4825-8603-2600fc671378,Umbellula sp. 2
f529ecf4-4be2-4e55-8c4a-24f3854b903e,Vesicomya
f529ecf4-4be2-4e55-8c4a-24f3854b903e,Vesicomyidae
e627b311-3a78-4d3f-bbac-192ea4694dab,Vesicomyidae
453c5b5f-41cd-463f-b6c0-1c8d1eca0829,Umbellula sp. 2
0ce2f058-1764-48a4-afeb-3e0cf7747dd1,Paragorgia
0ce2f058-1764-48a4-afeb-3e0cf7747dd1,Psathyrometra fragilis
115c77d1-9223-4323-99de-af931b87ce78,Microstomus pacificus
9cb8ceba-b71b-4bcc-90cc-05491824a1ad,Suction Sampler
b6aef475-00ad-490b-83ca-b15c1795d8c7,Umbellula sp. 2
3dc13fb3-9fb1-497e-99bd-c2b4edc04f41,Umbellula sp. 2
2382b21b-92b4-4467-a8fc-9e7fbb746eed,Scotoplanes sp. A
37fda31c-9c5c-45dc-824a-704d7a4f20a5,Ophiuroidea
37fda31c-9c5c-45dc-824a-704d7a4f20a5,Scotoplanes sp. A
